file_path,depth,file_name,file_ext,width,height,aspect_ratio,megapixels,orientation,class,species,phash,path_depth,species_fixed,species_fixed_final,species_norm,species_fixed_norm,augmented_width,augmented_height
Classes/conditionally_edible/Evernia mesomorpha/9706medium.jpeg,3,9706medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,conditionally_edible,Evernia mesomorpha,cad41737c68e17b0,4,Evernia mesomorpha,evernia_mesomorpha,evernia_mesomorpha,evernia_mesomorpha,256,256
Classes/conditionally_edible/Mushrooms/Agaricus/192_BzHJpkSY3S8.jpg,4,192_BzHJpkSY3S8,jpg,799,600,1.3316666666666668,0.4794,landscape,conditionally_edible,Agaricus,9da0c7dd4a5e1a0b,5,Agaricus,agaricus,agaricus,agaricus,256,256
Classes/conditionally_edible/Mushrooms/Lactarius/0499_MWZEqXbgfwc.jpg,4,0499_MWZEqXbgfwc,jpg,800,539,1.484230055658627,0.4312,landscape,conditionally_edible,Lactarius,84c452b23f9d716b,5,Lactarius,lactarius,lactarius,lactarius,256,256
Classes/conditionally_edible/Mushrooms/Boletus/0915_aEvRel84vHQ.jpg,4,0915_aEvRel84vHQ,jpg,980,653,1.5007656967840735,0.63994,landscape,conditionally_edible,Boletus,c3343d33c04f36d9,5,Boletus,boletus,boletus,boletus,256,256
Classes/conditionally_edible/Fomitopsis pinicola/22834medium.jpeg,3,22834medium,jpeg,500,334,1.4970059880239521,0.167,landscape,conditionally_edible,Fomitopsis pinicola,a886567788dd7724,4,Fomitopsis pinicola,fomitopsis_pinicola,fomitopsis_pinicola,fomitopsis_pinicola,256,256
Classes/conditionally_edible/Imleria badia/13071medium.jpg,3,13071medium,jpg,500,281,1.7793594306049823,0.1405,landscape,conditionally_edible,Imleria badia,f244132ccd96b9e5,4,Imleria badia,imleria_badia,imleria_badia,imleria_badia,256,256
Classes/conditionally_edible/Fomitopsis pinicola/22441medium.jpeg,3,22441medium,jpeg,500,459,1.0893246187363834,0.2295,landscape,conditionally_edible,Fomitopsis pinicola,b82a4b902d6bd5c7,4,Fomitopsis pinicola,fomitopsis_pinicola,fomitopsis_pinicola,fomitopsis_pinicola,256,256
Classes/conditionally_edible/Ganoderma applanatum/24293medium.jpeg,3,24293medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,conditionally_edible,Ganoderma applanatum,f593322bcf3470c1,4,Ganoderma applanatum,ganoderma_applanatum,ganoderma_applanatum,ganoderma_applanatum,256,256
Classes/conditionally_edible/Cortinarius/312_Kv_3xHcyVUE.jpg,3,312_Kv_3xHcyVUE,jpg,800,600,1.3333333333333333,0.48,landscape,conditionally_edible,Cortinarius,972d751b25e28d92,4,Cortinarius,cortinarius,cortinarius,cortinarius,256,256
Classes/conditionally_edible/Artomyces pyxidatus/5744medium.jpeg,3,5744medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,conditionally_edible,Artomyces pyxidatus,938f6c6493d1e1b2,4,Artomyces pyxidatus,artomyces_pyxidatus,artomyces_pyxidatus,artomyces_pyxidatus,256,256
Classes/conditionally_edible/Mushrooms/Russula/249_udSXd7EHZY8.jpg,4,249_udSXd7EHZY8,jpg,800,644,1.2422360248447204,0.5152,landscape,conditionally_edible,Russula,83d3984ecb19e58d,5,Russula,russula,russula,russula,256,256
Classes/conditionally_edible/Cortinarius/272_Hcy3ICFFa1k.jpg,3,272_Hcy3ICFFa1k,jpg,800,600,1.3333333333333333,0.48,landscape,conditionally_edible,Cortinarius,c05c0ccf7cc932bd,4,Cortinarius,cortinarius,cortinarius,cortinarius,256,256
Classes/conditionally_edible/Sarcoscypha austriaca/26287medium.jpg,3,26287medium,jpg,500,388,1.288659793814433,0.194,landscape,conditionally_edible,Sarcoscypha austriaca,ccbb323da01a1737,4,Sarcoscypha austriaca,sarcoscypha_austriaca,sarcoscypha_austriaca,sarcoscypha_austriaca,256,256
Classes/conditionally_edible/Mushrooms/Lactarius/393_1qWp8lGcF3o.jpg,4,393_1qWp8lGcF3o,jpg,800,533,1.5009380863039399,0.4264,landscape,conditionally_edible,Lactarius,964d691b3836877a,5,Lactarius,lactarius,lactarius,lactarius,256,256
Classes/conditionally_edible/terracotta_hedgehog/1.png,3,1,png,512,512,1.0,0.262144,square,conditionally_edible,terracotta_hedgehog,99e39aec93ac8299,4,other_rare_species,other_rare_species,terracotta_hedgehog,other_rare_species,256,256
Classes/conditionally_edible/Mushrooms/Lactarius/1226_nyvT8mRno3g.jpg,4,1226_nyvT8mRno3g,jpg,776,600,1.2933333333333332,0.4656,landscape,conditionally_edible,Lactarius,84572fcbf43512e4,5,Lactarius,lactarius,lactarius,lactarius,256,256
Classes/conditionally_edible/Artomyces pyxidatus/5285medium.jpeg,3,5285medium,jpeg,281,500,0.562,0.1405,portrait,conditionally_edible,Artomyces pyxidatus,8793686ac1e18f9e,4,Artomyces pyxidatus,artomyces_pyxidatus,artomyces_pyxidatus,artomyces_pyxidatus,256,256
Classes/conditionally_edible/Fomitopsis pinicola/22635medium.jpg,3,22635medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomitopsis pinicola,f3c1f438306ddb12,4,Fomitopsis pinicola,fomitopsis_pinicola,fomitopsis_pinicola,fomitopsis_pinicola,256,256
Classes/conditionally_edible/Fomes fomentarius/16483medium.jpg,3,16483medium,jpg,500,400,1.25,0.2,landscape,conditionally_edible,Fomes fomentarius,a8da56c5723f9321,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Verpa bohemica/31865medium.jpeg,3,31865medium,jpeg,225,500,0.45,0.1125,portrait,conditionally_edible,Verpa bohemica,ccb6b380fea2694a,4,Verpa bohemica,other_rare_species,verpa_bohemica,verpa_bohemica,256,256
Classes/conditionally_edible/Trametes ochracea/29065medium.jpg,3,29065medium,jpg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Trametes ochracea,85317ade91cc9635,4,Trametes ochracea,trametes_ochracea,trametes_ochracea,trametes_ochracea,256,256
Classes/conditionally_edible/Fomitopsis pinicola/20537medium.jpeg,3,20537medium,jpeg,500,230,2.1739130434782608,0.115,landscape,conditionally_edible,Fomitopsis pinicola,cdd966666326cc13,4,Fomitopsis pinicola,fomitopsis_pinicola,fomitopsis_pinicola,fomitopsis_pinicola,256,256
Classes/conditionally_edible/Graphis scripta/10740medium.jpeg,3,10740medium,jpeg,333,500,0.666,0.1665,portrait,conditionally_edible,Graphis scripta,c7f5740fd8a40578,4,Graphis scripta,graphis_scripta,graphis_scripta,graphis_scripta,256,256
Classes/conditionally_edible/Graphis scripta/10696medium.jpeg,3,10696medium,jpeg,374,500,0.748,0.187,portrait,conditionally_edible,Graphis scripta,9e4069ae7b5286f8,4,Graphis scripta,graphis_scripta,graphis_scripta,graphis_scripta,256,256
Classes/conditionally_edible/fenugreek_milkcap/0.png,3,0,png,512,512,1.0,0.262144,square,conditionally_edible,fenugreek_milkcap,d0b62fb468c3718b,4,other_rare_species,other_rare_species,fenugreek_milkcap,other_rare_species,256,256
Classes/conditionally_edible/Fomitopsis pinicola/20878medium.jpeg,3,20878medium,jpeg,500,400,1.25,0.2,landscape,conditionally_edible,Fomitopsis pinicola,9e5b30d2c9cd613a,4,Fomitopsis pinicola,fomitopsis_pinicola,fomitopsis_pinicola,fomitopsis_pinicola,256,256
Classes/conditionally_edible/Fomes fomentarius/12077medium.jpeg,3,12077medium,jpeg,500,342,1.4619883040935673,0.171,landscape,conditionally_edible,Fomes fomentarius,d831278a666dd953,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Verpa bohemica/31897medium.jpeg,3,31897medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Verpa bohemica,c914f35ae30638cf,4,Verpa bohemica,other_rare_species,verpa_bohemica,verpa_bohemica,256,256
Classes/conditionally_edible/Hypogymnia physodes/26997medium.jpeg,3,26997medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Hypogymnia physodes,a19b18e066676fa9,4,Hypogymnia physodes,hypogymnia_physodes,hypogymnia_physodes,hypogymnia_physodes,256,256
Classes/conditionally_edible/splitgill/2.png,3,2,png,512,512,1.0,0.262144,square,conditionally_edible,splitgill,9599683bb3a54e92,4,other_rare_species,other_rare_species,splitgill,other_rare_species,256,256
Classes/conditionally_edible/Parmelia sulcata/36053medium.jpeg,3,36053medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Parmelia sulcata,94742973b1539e5c,4,Parmelia sulcata,parmelia_sulcata,parmelia_sulcata,parmelia_sulcata,256,256
Classes/conditionally_edible/pavement_mushroom/8.png,3,8,png,512,512,1.0,0.262144,square,conditionally_edible,pavement_mushroom,c6c63c3b92794969,4,other_rare_species,other_rare_species,pavement_mushroom,other_rare_species,256,256
Classes/conditionally_edible/Laetiporus sulphureus/30647medium.jpg,3,30647medium,jpg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Laetiporus sulphureus,8cd6b422ceda386d,4,Laetiporus sulphureus,other_rare_species,laetiporus_sulphureus,laetiporus_sulphureus,256,256
Classes/conditionally_edible/Leccinum scabrum/32837medium.jpeg,3,32837medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Leccinum scabrum,d93622787921eab6,4,Leccinum scabrum,other_rare_species,leccinum_scabrum,leccinum_scabrum,256,256
Classes/conditionally_edible/Boletus edulis/6551medium.jpeg,3,6551medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,conditionally_edible,Boletus edulis,942f63956c7a690b,4,Boletus edulis,boletus_edulis,boletus_edulis,boletus_edulis,256,256
Classes/conditionally_edible/Trichaptum biforme/30974medium.jpeg,3,30974medium,jpeg,281,500,0.562,0.1405,portrait,conditionally_edible,Trichaptum biforme,9e825a3774ae2369,4,Trichaptum biforme,trichaptum_biforme,trichaptum_biforme,trichaptum_biforme,256,256
Classes/conditionally_edible/Laetiporus sulphureus/30437medium.jpeg,3,30437medium,jpeg,225,500,0.45,0.1125,portrait,conditionally_edible,Laetiporus sulphureus,88b9376c4393d4f8,4,Laetiporus sulphureus,other_rare_species,laetiporus_sulphureus,laetiporus_sulphureus,256,256
Classes/conditionally_edible/Macrolepiota procera/17887medium.jpg,3,17887medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Macrolepiota procera,85857a7e97a16172,4,Macrolepiota procera,other_rare_species,macrolepiota_procera,macrolepiota_procera,256,256
Classes/conditionally_edible/Fomes fomentarius/14670medium.jpg,3,14670medium,jpg,500,425,1.1764705882352942,0.2125,landscape,conditionally_edible,Fomes fomentarius,b699c6322c8fd331,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Leccinum aurantiacum/15491medium.jpeg,3,15491medium,jpeg,500,281,1.7793594306049823,0.1405,landscape,conditionally_edible,Leccinum aurantiacum,a89d52609fe84e57,4,Leccinum aurantiacum,other_rare_species,leccinum_aurantiacum,leccinum_aurantiacum,256,256
Classes/conditionally_edible/Ganoderma applanatum/24363medium.jpeg,3,24363medium,jpeg,500,365,1.36986301369863,0.1825,landscape,conditionally_edible,Ganoderma applanatum,e0cddf3348739838,4,Ganoderma applanatum,ganoderma_applanatum,ganoderma_applanatum,ganoderma_applanatum,256,256
Classes/conditionally_edible/Cladonia stellaris/6002medium.jpg,3,6002medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Cladonia stellaris,d64871d369180f6f,4,Cladonia stellaris,cladonia_stellaris,cladonia_stellaris,cladonia_stellaris,256,256
Classes/conditionally_edible/Pholiota aurivella/22715medium.jpeg,3,22715medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Pholiota aurivella,8b80f1479b3cd993,4,Pholiota aurivella,pholiota_aurivella,pholiota_aurivella,pholiota_aurivella,256,256
Classes/conditionally_edible/Fomes fomentarius/16260medium.jpg,3,16260medium,jpg,333,500,0.666,0.1665,portrait,conditionally_edible,Fomes fomentarius,d2649bcb4d8c9965,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Mushrooms/Boletus/0574_GzRa4fRtJoA.jpg,4,0574_GzRa4fRtJoA,jpg,604,600,1.0066666666666666,0.3624,landscape,conditionally_edible,Boletus,cc8c72974d3c3536,5,Boletus,boletus,boletus,boletus,256,256
Classes/conditionally_edible/Cantharellus cibarius/3184medium.jpeg,3,3184medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Cantharellus cibarius,ccf1334eb2911d99,4,Cantharellus cibarius,other_rare_species,cantharellus_cibarius,cantharellus_cibarius,256,256
Classes/conditionally_edible/Laetiporus sulphureus/31038medium.jpeg,3,31038medium,jpeg,225,500,0.45,0.1125,portrait,conditionally_edible,Laetiporus sulphureus,9ece60b0464f9c3e,4,Laetiporus sulphureus,other_rare_species,laetiporus_sulphureus,laetiporus_sulphureus,256,256
Classes/conditionally_edible/Cantharellus cibarius/3206medium.jpeg,3,3206medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Cantharellus cibarius,db873464c3c33a2b,4,Cantharellus cibarius,other_rare_species,cantharellus_cibarius,cantharellus_cibarius,256,256
Classes/conditionally_edible/Pholiota squarrosa/23024medium.jpg,3,23024medium,jpg,500,333,1.5015015015015014,0.1665,landscape,conditionally_edible,Pholiota squarrosa,977860e59a3c638e,4,Pholiota squarrosa,pholiota_squarrosa,pholiota_squarrosa,pholiota_squarrosa,256,256
Classes/conditionally_edible/Lycoperdon perlatum/33968medium.jpg,3,33968medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Lycoperdon perlatum,fe81b3fe8432780c,4,Lycoperdon perlatum,lycoperdon_perlatum,lycoperdon_perlatum,lycoperdon_perlatum,256,256
Classes/conditionally_edible/Mushrooms/Boletus/0219_vTdygYW--wc.jpg,4,0219_vTdygYW--wc,jpg,1037,733,1.4147339699863575,0.760121,landscape,conditionally_edible,Boletus,9ec3f21c73669216,5,Boletus,boletus,boletus,boletus,256,256
Classes/conditionally_edible/Clitocybe nebularis/6482medium.jpg,3,6482medium,jpg,500,332,1.5060240963855422,0.166,landscape,conditionally_edible,Clitocybe nebularis,89c232b3d1d934b7,4,Clitocybe nebularis,other_rare_species,clitocybe_nebularis,clitocybe_nebularis,256,256
Classes/conditionally_edible/Rhytisma acerinum/25400medium.jpeg,3,25400medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Rhytisma acerinum,b09ec36198f4679c,4,Rhytisma acerinum,rhytisma_acerinum,rhytisma_acerinum,rhytisma_acerinum,256,256
Classes/conditionally_edible/Mushrooms/Boletus/0787_g2Nto4EtK9c.jpg,4,0787_g2Nto4EtK9c,jpg,700,534,1.3108614232209739,0.3738,landscape,conditionally_edible,Boletus,c0976bc8b673e48a,5,Boletus,boletus,boletus,boletus,256,256
Classes/conditionally_edible/Sarcomyxa serotina/26155medium.jpeg,3,26155medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Sarcomyxa serotina,f62d96a44616cb39,4,Sarcomyxa serotina,sarcomyxa_serotina,sarcomyxa_serotina,sarcomyxa_serotina,256,256
Classes/conditionally_edible/Boletus edulis/6276medium.jpg,3,6276medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Boletus edulis,cce6337c21cac61b,4,Boletus edulis,boletus_edulis,boletus_edulis,boletus_edulis,256,256
Classes/conditionally_edible/Pseudevernia furfuracea/24860medium.jpeg,3,24860medium,jpeg,475,500,0.95,0.2375,portrait,conditionally_edible,Pseudevernia furfuracea,8620fd758edb5816,4,Pseudevernia furfuracea,pseudevernia_furfuracea,pseudevernia_furfuracea,pseudevernia_furfuracea,256,256
Classes/conditionally_edible/Tremella mesenterica/30372medium.jpeg,3,30372medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Tremella mesenterica,df8b0f0f1c3a7860,4,Tremella mesenterica,tremella_mesenterica,tremella_mesenterica,tremella_mesenterica,256,256
Classes/conditionally_edible/Calocera viscosa/2258medium.jpg,3,2258medium,jpg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Calocera viscosa,948f235b9b3c5827,4,Calocera viscosa,other_rare_species,calocera_viscosa,calocera_viscosa,256,256
Classes/conditionally_edible/Boletus edulis/6403medium.jpg,3,6403medium,jpg,500,332,1.5060240963855422,0.166,landscape,conditionally_edible,Boletus edulis,ce9430d96b6e9e30,4,Boletus edulis,boletus_edulis,boletus_edulis,boletus_edulis,256,256
Classes/conditionally_edible/Mushrooms/Boletus/0504_mmX1KnA8XxM.jpg,4,0504_mmX1KnA8XxM,jpg,570,427,1.334894613583138,0.24339,landscape,conditionally_edible,Boletus,d0e07a3f27e2c1d8,5,Boletus,boletus,boletus,boletus,256,256
Classes/conditionally_edible/Fomes fomentarius/16644medium.jpeg,3,16644medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomes fomentarius,a9af387230c2cbad,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Parmelia sulcata/36931medium.jpeg,3,36931medium,jpeg,467,500,0.934,0.2335,portrait,conditionally_edible,Parmelia sulcata,80603abe3f9ead32,4,Parmelia sulcata,parmelia_sulcata,parmelia_sulcata,parmelia_sulcata,256,256
Classes/conditionally_edible/Calocera viscosa/2548medium.jpg,3,2548medium,jpg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Calocera viscosa,9d6472a11a58e5bb,4,Calocera viscosa,other_rare_species,calocera_viscosa,calocera_viscosa,256,256
Classes/conditionally_edible/Ganoderma applanatum/24637medium.jpg,3,24637medium,jpg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Ganoderma applanatum,9a9b38dac6979c18,4,Ganoderma applanatum,ganoderma_applanatum,ganoderma_applanatum,ganoderma_applanatum,256,256
Classes/conditionally_edible/Fomes fomentarius/16307medium.jpeg,3,16307medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomes fomentarius,d9cc21949e57b147,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Suillus grevillei/28153medium.jpeg,3,28153medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Suillus grevillei,983e718566969a3e,4,Suillus grevillei,suillus_grevillei,suillus_grevillei,suillus_grevillei,256,256
Classes/conditionally_edible/Inonotus obliquus/28557medium.jpeg,3,28557medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Inonotus obliquus,d04877c0fcf2f960,4,Inonotus obliquus,inonotus_obliquus,inonotus_obliquus,inonotus_obliquus,256,256
Classes/conditionally_edible/Phaeophyscia orbicularis/20898medium.jpeg,3,20898medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Phaeophyscia orbicularis,e5c61c939a999b98,4,Phaeophyscia orbicularis,phaeophyscia_orbicularis,phaeophyscia_orbicularis,phaeophyscia_orbicularis,256,256
Classes/conditionally_edible/Evernia prunastri/11367medium.jpeg,3,11367medium,jpeg,485,500,0.97,0.2425,portrait,conditionally_edible,Evernia prunastri,e8256e2b7a1a533a,4,Evernia prunastri,evernia_prunastri,evernia_prunastri,evernia_prunastri,256,256
Classes/conditionally_edible/Paxillus involutus/19911medium.jpeg,3,19911medium,jpeg,500,281,1.7793594306049823,0.1405,landscape,conditionally_edible,Paxillus involutus,978dcf7730207893,4,Paxillus involutus,other_rare_species,paxillus_involutus,paxillus_involutus,256,256
Classes/conditionally_edible/Fomitopsis betulina/17830medium.jpg,3,17830medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomitopsis betulina,cec2743f89c034b7,4,Fomitopsis betulina,fomitopsis_betulina,fomitopsis_betulina,fomitopsis_betulina,256,256
Classes/conditionally_edible/Laetiporus sulphureus/30887medium.jpeg,3,30887medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,conditionally_edible,Laetiporus sulphureus,89d326a59bd1d931,4,Laetiporus sulphureus,other_rare_species,laetiporus_sulphureus,laetiporus_sulphureus,256,256
Classes/conditionally_edible/Mushrooms/Boletus/0050_4Ozga4jcwG0.jpg,4,0050_4Ozga4jcwG0,jpg,700,525,1.3333333333333333,0.3675,landscape,conditionally_edible,Boletus,faa9ac85052d939d,5,Boletus,boletus,boletus,boletus,256,256
Classes/conditionally_edible/Leccinum versipelle/16269medium.jpeg,3,16269medium,jpeg,484,500,0.968,0.242,portrait,conditionally_edible,Leccinum versipelle,d8c32e65968e9b70,4,Leccinum versipelle,other_rare_species,leccinum_versipelle,leccinum_versipelle,256,256
Classes/conditionally_edible/Hypogymnia physodes/26990medium.jpeg,3,26990medium,jpeg,333,500,0.666,0.1665,portrait,conditionally_edible,Hypogymnia physodes,a6863c34db3b896c,4,Hypogymnia physodes,hypogymnia_physodes,hypogymnia_physodes,hypogymnia_physodes,256,256
Classes/conditionally_edible/Vulpicida pinastri/33028medium.jpeg,3,33028medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Vulpicida pinastri,a2f19ec8d91c65b2,4,Vulpicida pinastri,vulpicida_pinastri,vulpicida_pinastri,vulpicida_pinastri,256,256
Classes/conditionally_edible/Parmelia sulcata/37128medium.jpeg,3,37128medium,jpeg,374,500,0.748,0.187,portrait,conditionally_edible,Parmelia sulcata,de6a37b9c240f1d0,4,Parmelia sulcata,parmelia_sulcata,parmelia_sulcata,parmelia_sulcata,256,256
Classes/conditionally_edible/Boletus edulis/7252medium.jpeg,3,7252medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Boletus edulis,ced7311cc6e1710e,4,Boletus edulis,boletus_edulis,boletus_edulis,boletus_edulis,256,256
Classes/conditionally_edible/Pseudevernia furfuracea/24970medium.jpeg,3,24970medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,conditionally_edible,Pseudevernia furfuracea,c370dc6b60e286de,4,Pseudevernia furfuracea,pseudevernia_furfuracea,pseudevernia_furfuracea,pseudevernia_furfuracea,256,256
Classes/conditionally_edible/Cantharellus cibarius/3295medium.jpg,3,3295medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Cantharellus cibarius,b1f02729d22dea95,4,Cantharellus cibarius,other_rare_species,cantharellus_cibarius,cantharellus_cibarius,256,256
Classes/conditionally_edible/Fomitopsis pinicola/23613medium.jpeg,3,23613medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomitopsis pinicola,d88f36fdc3750230,4,Fomitopsis pinicola,fomitopsis_pinicola,fomitopsis_pinicola,fomitopsis_pinicola,256,256
Classes/conditionally_edible/Cantharellus cibarius/3675medium.jpeg,3,3675medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Cantharellus cibarius,c18f1e61a5b89bd2,4,Cantharellus cibarius,other_rare_species,cantharellus_cibarius,cantharellus_cibarius,256,256
Classes/conditionally_edible/Fomitopsis pinicola/21668medium.jpg,3,21668medium,jpg,500,333,1.5015015015015014,0.1665,landscape,conditionally_edible,Fomitopsis pinicola,fbea54d868545570,4,Fomitopsis pinicola,fomitopsis_pinicola,fomitopsis_pinicola,fomitopsis_pinicola,256,256
Classes/conditionally_edible/Imleria badia/13253medium.jpeg,3,13253medium,jpeg,500,500,1.0,0.25,square,conditionally_edible,Imleria badia,ec9d5b6698a6a648,4,Imleria badia,imleria_badia,imleria_badia,imleria_badia,256,256
Classes/conditionally_edible/Fomes fomentarius/14718medium.jpeg,3,14718medium,jpeg,374,500,0.748,0.187,portrait,conditionally_edible,Fomes fomentarius,9dd96cb0a497d05c,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Leccinum scabrum/31725medium.jpeg,3,31725medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Leccinum scabrum,881b2779de9a9835,4,Leccinum scabrum,other_rare_species,leccinum_scabrum,leccinum_scabrum,256,256
Classes/conditionally_edible/Pseudevernia furfuracea/24774medium.jpeg,3,24774medium,jpeg,478,500,0.956,0.239,portrait,conditionally_edible,Pseudevernia furfuracea,eee42ccf73521a12,4,Pseudevernia furfuracea,pseudevernia_furfuracea,pseudevernia_furfuracea,pseudevernia_furfuracea,256,256
Classes/conditionally_edible/hoof_fungus/3.png,3,3,png,512,512,1.0,0.262144,square,conditionally_edible,hoof_fungus,83923c6572e64f4e,4,other_rare_species,other_rare_species,hoof_fungus,other_rare_species,256,256
Classes/conditionally_edible/Lobaria pulmonaria/16710medium.jpeg,3,16710medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Lobaria pulmonaria,d1512b6e6ce54c55,4,Lobaria pulmonaria,lobaria_pulmonaria,lobaria_pulmonaria,lobaria_pulmonaria,256,256
Classes/conditionally_edible/Phellinus tremulae/22056medium.jpeg,3,22056medium,jpeg,389,500,0.778,0.1945,portrait,conditionally_edible,Phellinus tremulae,fdbf8778445432c0,4,Phellinus tremulae,phellinus_tremulae,phellinus_tremulae,phellinus_tremulae,256,256
Classes/conditionally_edible/Fomitopsis pinicola/19356medium.jpeg,3,19356medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Fomitopsis pinicola,c7763488d5cb8b34,4,Fomitopsis pinicola,fomitopsis_pinicola,fomitopsis_pinicola,fomitopsis_pinicola,256,256
Classes/conditionally_edible/Suillus granulatus/27805medium.jpeg,3,27805medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Suillus granulatus,dbe5341e273026b9,4,Suillus granulatus,other_rare_species,suillus_granulatus,suillus_granulatus,256,256
Classes/conditionally_edible/Fomes fomentarius/16556medium.jpeg,3,16556medium,jpeg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomes fomentarius,9098393187977ece,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Phellinus igniarius/21747medium.jpeg,3,21747medium,jpeg,500,448,1.1160714285714286,0.224,landscape,conditionally_edible,Phellinus igniarius,a8c063f3ce30f86d,4,Phellinus igniarius,phellinus_igniarius,phellinus_igniarius,phellinus_igniarius,256,256
Classes/conditionally_edible/Evernia prunastri/11382medium.jpeg,3,11382medium,jpeg,401,500,0.802,0.2005,portrait,conditionally_edible,Evernia prunastri,98d93d69c43c3372,4,Evernia prunastri,evernia_prunastri,evernia_prunastri,evernia_prunastri,256,256
Classes/conditionally_edible/Hypogymnia physodes/26326medium.jpeg,3,26326medium,jpeg,500,453,1.1037527593818985,0.2265,landscape,conditionally_edible,Hypogymnia physodes,ed2796c0c39c3d07,4,Hypogymnia physodes,hypogymnia_physodes,hypogymnia_physodes,hypogymnia_physodes,256,256
Classes/conditionally_edible/Fomes fomentarius/15441medium.jpg,3,15441medium,jpg,375,500,0.75,0.1875,portrait,conditionally_edible,Fomes fomentarius,959c946a785b8ea9,4,Fomes fomentarius,fomes_fomentarius,fomes_fomentarius,fomes_fomentarius,256,256
Classes/conditionally_edible/Laetiporus sulphureus/29446medium.jpg,3,29446medium,jpg,500,375,1.3333333333333333,0.1875,landscape,conditionally_edible,Laetiporus sulphureus,f9f870a0c3c19976,4,Laetiporus sulphureus,other_rare_species,laetiporus_sulphureus,laetiporus_sulphureus,256,256
Classes/conditionally_edible/Cladonia rangiferina/5556medium.jpeg,3,5556medium,jpeg,500,282,1.7730496453900708,0.141,landscape,conditionally_edible,Cladonia rangiferina,d4cc4e5a786e7270,4,Cladonia rangiferina,cladonia_rangiferina,cladonia_rangiferina,cladonia_rangiferina,256,256
